Origem;UF_Origem;Destino;UF_Destino;Passageiros(PAX);viagens necessárias em regime de eficiência (ICM);empresas;classificação do mercado
Esteio;RS;Florianopolis;SC;207;8;1;SUBSIDIÁRIO
Esteio;RS;Itajai;SC;56;2;1;SUBSIDIÁRIO
Esteio;RS;Itapema;SC;57;3;1;SUBSIDIÁRIO
Esteio;RS;Joinville;SC;64;3;1;SUBSIDIÁRIO
Estreito;MA;Floriano;PI;4;1;1;SUBSIDIÁRIO
Estreito;MA;Fortaleza;CE;169;7;3;SUBSIDIÁRIO
Estreito;MA;Frederico Westphalen;RS;16;1;1;SUBSIDIÁRIO
Estreito;MA;Frutal;MG;84;3;1;SUBSIDIÁRIO
Estreito;MA;Guarai;TO;353;13;15;SUBSIDIÁRIO
Estreito;MA;Gurupi;TO;2247;81;14;SUBSIDIÁRIO
Estreito;MA;Ipixuna Do Para;PA;3;1;1;SUBSIDIÁRIO
Estreito;MA;Irai;RS;15;1;1;SUBSIDIÁRIO
Estreito;MA;Itumbiara;GO;103;4;3;SUBSIDIÁRIO
Estreito;MA;Jaragua;GO;31;2;10;SUBSIDIÁRIO
Estreito;MA;Limeira;SP;6;1;2;SUBSIDIÁRIO
Estreito;MA;Mae Do Rio;PA;11;1;1;SUBSIDIÁRIO
Estreito;MA;Maravilha;SC;21;1;1;SUBSIDIÁRIO
Estreito;MA;Maringa;PR;93;4;2;SUBSIDIÁRIO
Estreito;MA;Miracema Do Tocantins;TO;16;1;2;SUBSIDIÁRIO
Estreito;MA;Miranorte;TO;82;3;13;SUBSIDIÁRIO
Estreito;MA;Monte Alegre De Minas;MG;54;2;1;SUBSIDIÁRIO
Estreito;MA;Morrinhos;GO;4;1;2;SUBSIDIÁRIO
Estreito;MA;Nova Olinda;TO;4;1;6;SUBSIDIÁRIO
Estreito;MA;Ourilandia Do Norte;PA;7;1;1;SUBSIDIÁRIO
Estreito;MA;Palmas;TO;397;15;5;SUBSIDIÁRIO
Estreito;MA;Palmeira Das Missoes;RS;31;2;1;SUBSIDIÁRIO
Estreito;MA;Paragominas;PA;115;5;4;SUBSIDIÁRIO
Estreito;MA;Paraiso Do Tocantins;TO;604;22;14;SUBSIDIÁRIO
Estreito;MA;Peixoto De Azevedo;MT;35;2;1;SUBSIDIÁRIO
Estreito;MA;Penapolis;SP;6;1;1;SUBSIDIÁRIO
Estreito;MA;Planalto;PR;6;1;1;SUBSIDIÁRIO
Estreito;MA;Porangatu;GO;185;7;14;SUBSIDIÁRIO
Estreito;MA;Porto Nacional;TO;21;1;3;SUBSIDIÁRIO
Estreito;MA;Presidente Prudente;SP;75;3;2;SUBSIDIÁRIO
Estreito;MA;Realeza;PR;2;1;1;SUBSIDIÁRIO
Estreito;MA;Redencao;PA;241;9;2;SUBSIDIÁRIO
Estreito;MA;Rialma;GO;26;1;6;SUBSIDIÁRIO
Estreito;MA;Ribeirao Preto;SP;38;2;2;SUBSIDIÁRIO
Estreito;MA;Rio Maria;PA;1;1;1;SUBSIDIÁRIO
Estreito;MA;Santa Maria Do Para;PA;6;1;1;SUBSIDIÁRIO
Estreito;MA;Santo Antonio Do Sudoeste;PR;1;1;1;SUBSIDIÁRIO
Estreito;MA;Sao Felix Do Xingu;PA;6;1;1;SUBSIDIÁRIO
Estreito;MA;Sao Joao D'Alianca;GO;1;1;1;SUBSIDIÁRIO
Estreito;MA;Sao Jose Do Cedro;SC;4;1;1;SUBSIDIÁRIO
Estreito;MA;Sao Jose Do Rio Preto;SP;241;9;2;SUBSIDIÁRIO
Estreito;MA;Sao Miguel Do Guama;PA;24;1;2;SUBSIDIÁRIO
Estreito;MA;Sao Miguel Do Oeste;SC;9;1;1;SUBSIDIÁRIO
Estreito;MA;Sao Paulo;SP;11;1;2;SUBSIDIÁRIO
Estreito;MA;Sobral;CE;18;1;2;SUBSIDIÁRIO
Estreito;MA;Tucuma;PA;4;1;1;SUBSIDIÁRIO
Estreito;MA;Uberlandia;MG;29;2;2;SUBSIDIÁRIO
Estreito;MA;Ubirata;PR;41;2;1;SUBSIDIÁRIO
Estreito;MA;Uruacu;GO;119;5;14;SUBSIDIÁRIO
Estreito;MA;Wanderlandia;TO;1;1;8;SUBSIDIÁRIO
Estreito;MA;Xinguara;PA;5;1;1;SUBSIDIÁRIO
Estrela Dalva;MG;Miracema;RJ;6;1;1;SUBSIDIÁRIO
Estrela Dalva;MG;Niteroi;RJ;340;13;1;SUBSIDIÁRIO
Estrela Dalva;MG;Santo Antonio De Padua;RJ;6;1;1;SUBSIDIÁRIO
Estrela Dalva;MG;Sapucaia;RJ;11;1;1;SUBSIDIÁRIO
Estrela Dalva;MG;Tres Rios;RJ;5;1;1;SUBSIDIÁRIO
Estrela Do Norte;GO;Guarai;TO;4;1;5;SUBSIDIÁRIO
Estrela Do Norte;GO;Gurupi;TO;1;1;6;SUBSIDIÁRIO
Estrela Do Norte;GO;Paraiso Do Tocantins;TO;3;1;5;SUBSIDIÁRIO
Estrela Do Norte;SP;Maringa;PR;1695;61;1;SUBSIDIÁRIO
Estrela Do Norte;SP;Nova Esperanca;PR;437;16;1;SUBSIDIÁRIO
Estrela Do Norte;SP;Paranacity;PR;59;3;1;SUBSIDIÁRIO
Estrela Do Norte;SP;Santo Inacio;PR;15;1;1;SUBSIDIÁRIO
Estrela;RS;Florianopolis;SC;680;25;1;SUBSIDIÁRIO
Estrela;RS;Foz Do Iguacu;PR;36;2;1;SUBSIDIÁRIO
Estrela;RS;Guaraciaba;SC;120;5;1;SUBSIDIÁRIO
Estrela;RS;Guaruja Do Sul;SC;117;5;1;SUBSIDIÁRIO
Estrela;RS;Itajai;SC;128;5;1;SUBSIDIÁRIO
Estrela;RS;Itapema;SC;136;5;1;SUBSIDIÁRIO
Estrela;RS;Jabora;SC;4;1;1;SUBSIDIÁRIO
Estrela;RS;Jaragua Do Sul;SC;79;3;1;SUBSIDIÁRIO
Estrela;RS;Joacaba;SC;36;2;1;SUBSIDIÁRIO
Estrela;RS;Joinville;SC;144;6;2;SUBSIDIÁRIO
Estrela;RS;Lages;SC;89;4;1;SUBSIDIÁRIO
Estrela;RS;Maravilha;SC;933;34;1;SUBSIDIÁRIO
Estrela;RS;Marechal Candido Rondon;PR;2;1;2;SUBSIDIÁRIO
Estrela;RS;Matelandia;PR;41;2;1;SUBSIDIÁRIO
Estrela;RS;Medianeira;PR;188;7;1;SUBSIDIÁRIO
Estrela;RS;Palmitos;SC;349;13;1;SUBSIDIÁRIO
Estrela;RS;Pato Branco;PR;83;3;1;SUBSIDIÁRIO
Estrela;RS;Planalto;PR;8;1;1;SUBSIDIÁRIO
Estrela;RS;Pranchita;PR;8;1;1;SUBSIDIÁRIO
Estrela;RS;Rio Do Sul;SC;31;2;1;SUBSIDIÁRIO
Estrela;RS;Santa Terezinha De Itaipu;PR;5;1;1;SUBSIDIÁRIO
Estrela;RS;Santo Antonio Do Sudoeste;PR;232;9;1;SUBSIDIÁRIO
Estrela;RS;Sao Jose Do Cedro;SC;354;13;1;SUBSIDIÁRIO
Estrela;RS;Sao Miguel Do Iguacu;PR;18;1;1;SUBSIDIÁRIO
Estrela;RS;Sao Miguel Do Oeste;SC;1171;42;1;SUBSIDIÁRIO
Estrela;RS;Sao Paulo;SP;3;1;1;SUBSIDIÁRIO
Estrela;RS;Sombrio;SC;35;2;1;SUBSIDIÁRIO
Estrela;RS;Tubarao;SC;92;4;1;SUBSIDIÁRIO
Estrela;RS;Uniao Da Vitoria;PR;8;1;1;SUBSIDIÁRIO
Estrela;RS;Videira;SC;11;1;1;SUBSIDIÁRIO
Estrela;RS;Xanxere;SC;33;2;1;SUBSIDIÁRIO
Euclides Da Cunha Paulista;SP;Nova Londrina;PR;1364;49;1;SUBSIDIÁRIO
Euclides Da Cunha;BA;Guanhaes;MG;1;1;1;SUBSIDIÁRIO
Euclides Da Cunha;BA;Pote;MG;51;2;1;SUBSIDIÁRIO
Euclides Da Cunha;BA;Sao Joao Evangelista;MG;1;1;1;SUBSIDIÁRIO
Euclides Da Cunha;BA;Sao Paulo;SP;3495;125;3;SUBSIDIÁRIO
Eugenopolis;MG;Rio De Janeiro;RJ;5073;182;1;SUBSIDIÁRIO
Eunapolis;BA;Fervedouro;MG;34;2;1;SUBSIDIÁRIO
Eunapolis;BA;Foz Do Iguacu;PR;71;3;1;SUBSIDIÁRIO
Eunapolis;BA;Frei Inocencio;MG;7;1;2;SUBSIDIÁRIO
Eunapolis;BA;Goiania;GO;665;24;3;SUBSIDIÁRIO
Eunapolis;BA;Governador Valadares;MG;3340;120;3;SUBSIDIÁRIO
Eunapolis;BA;Guarapari;ES;532;19;1;SUBSIDIÁRIO
Eunapolis;BA;Guarara;MG;9;1;1;SUBSIDIÁRIO
Eunapolis;BA;Iconha;ES;82;3;1;SUBSIDIÁRIO
Eunapolis;BA;Inhapim;MG;36;2;1;SUBSIDIÁRIO
Eunapolis;BA;Ipatinga;MG;1605;58;2;SUBSIDIÁRIO
Eunapolis;BA;Itambacuri;MG;108;4;2;SUBSIDIÁRIO
Eunapolis;BA;Itaobim;MG;71;3;2;SUBSIDIÁRIO
Eunapolis;BA;Jacinto;MG;86;4;1;SUBSIDIÁRIO
Eunapolis;BA;Jequitinhonha;MG;162;6;1;SUBSIDIÁRIO
Eunapolis;BA;Joao Monlevade;MG;411;15;2;SUBSIDIÁRIO
Eunapolis;BA;Joao Neiva;ES;2348;84;1;SUBSIDIÁRIO
Eunapolis;BA;Juiz De Fora;MG;617;23;1;SUBSIDIÁRIO
Eunapolis;BA;Leopoldina;MG;144;6;1;SUBSIDIÁRIO
Eunapolis;BA;Macae;RJ;2526;91;1;SUBSIDIÁRIO
Eunapolis;BA;Maceio;AL;727;26;1;SUBSIDIÁRIO
Eunapolis;BA;Manhuacu;MG;49;2;2;SUBSIDIÁRIO
Eunapolis;BA;Muriae;MG;192;7;1;SUBSIDIÁRIO
Eunapolis;BA;Nanuque;MG;3974;142;3;SUBSIDIÁRIO
Eunapolis;BA;Niteroi;RJ;849;31;1;SUBSIDIÁRIO
Eunapolis;BA;Nova Venecia;ES;816;30;1;SUBSIDIÁRIO
Eunapolis;BA;Padre Paraiso;MG;15;1;1;SUBSIDIÁRIO
Eunapolis;BA;Pedro Canario;ES;2012;72;2;SUBSIDIÁRIO
Eunapolis;BA;Posse;GO;15;1;3;SUBSIDIÁRIO
Eunapolis;BA;Santo Antonio Do Jacinto;MG;261;10;1;SUBSIDIÁRIO
Eunapolis;BA;Sao Domingos Do Norte;ES;408;15;1;SUBSIDIÁRIO
Eunapolis;BA;Sao Gabriel Da Palha;ES;795;29;2;SUBSIDIÁRIO
Eunapolis;BA;Serra;ES;58;3;1;SUBSIDIÁRIO
Eunapolis;BA;Teofilo Otoni;MG;2567;92;3;SUBSIDIÁRIO
Eunapolis;BA;Venda Nova Do Imigrante;ES;4;1;1;SUBSIDIÁRIO
Eunapolis;BA;Vicosa;MG;72;3;1;SUBSIDIÁRIO
Extrema;MG;Feira De Santana;BA;5;1;1;SUBSIDIÁRIO
Extrema;MG;Santo Andre;SP;757;28;1;SUBSIDIÁRIO
Extrema;MG;Santos;SP;710;26;1;SUBSIDIÁRIO
Extrema;MG;Sao Bernardo Do Campo;SP;405;15;1;SUBSIDIÁRIO
Extrema;MG;Sao Caetano Do Sul;SP;82;3;1;SUBSIDIÁRIO
Extrema;MG;Sao Paulo;SP;15;1;2;SUBSIDIÁRIO
Extrema;MG;Tucano;BA;19;1;1;SUBSIDIÁRIO
Exu;PE;Rio De Janeiro;RJ;1682;61;1;SUBSIDIÁRIO
Exu;PE;Sao Paulo;SP;3670;132;1;SUBSIDIÁRIO
Farroupilha;RS;Florianopolis;SC;1536;55;1;SUBSIDIÁRIO
Farroupilha;RS;Foz Do Iguacu;PR;544;20;1;SUBSIDIÁRIO
Farroupilha;RS;Guaraciaba;SC;165;6;2;SUBSIDIÁRIO
Farroupilha;RS;Guaruja Do Sul;SC;20;1;2;SUBSIDIÁRIO
Farroupilha;RS;Imbituba;SC;7;1;1;SUBSIDIÁRIO
Farroupilha;RS;Itajai;SC;330;12;1;SUBSIDIÁRIO
Farroupilha;RS;Itapema;SC;387;14;1;SUBSIDIÁRIO
Farroupilha;RS;Jaragua Do Sul;SC;91;4;1;SUBSIDIÁRIO
Farroupilha;RS;Joinville;SC;247;9;2;SUBSIDIÁRIO
Farroupilha;RS;Lages;SC;38;2;1;SUBSIDIÁRIO
Farroupilha;RS;Mafra;SC;14;1;1;SUBSIDIÁRIO
Farroupilha;RS;Maravilha;SC;652;24;2;SUBSIDIÁRIO
Farroupilha;RS;Medianeira;PR;172;7;2;SUBSIDIÁRIO
Farroupilha;RS;Palmitos;SC;381;14;2;SUBSIDIÁRIO
Farroupilha;RS;Perola Do Oeste;PR;0;0;1;SUBSIDIÁRIO
Farroupilha;RS;Planalto;PR;6;1;1;SUBSIDIÁRIO
Farroupilha;RS;Realeza;PR;43;2;1;SUBSIDIÁRIO
Farroupilha;RS;Rio Do Sul;SC;94;4;1;SUBSIDIÁRIO
Farroupilha;RS;Santa Cecilia;SC;2;1;1;SUBSIDIÁRIO
Farroupilha;RS;Santa Izabel Do Oeste;PR;3;1;1;SUBSIDIÁRIO
Farroupilha;RS;Santo Antonio Do Sudoeste;PR;240;9;2;SUBSIDIÁRIO
Farroupilha;RS;Sao Jose Do Cedro;SC;151;6;2;SUBSIDIÁRIO
Farroupilha;RS;Sao Miguel Do Iguacu;PR;12;1;1;SUBSIDIÁRIO
Farroupilha;RS;Sao Miguel Do Oeste;SC;803;29;2;SUBSIDIÁRIO
Farroupilha;RS;Sao Paulo;SP;393;15;1;SUBSIDIÁRIO
Farroupilha;RS;Sombrio;SC;168;6;1;SUBSIDIÁRIO
Farroupilha;RS;Tijucas;SC;6;1;1;SUBSIDIÁRIO
Farroupilha;RS;Tubarao;SC;88;4;1;SUBSIDIÁRIO
Fatima Do Sul;MS;Osasco;SP;55;2;1;SUBSIDIÁRIO
Fatima Do Sul;MS;Presidente Prudente;SP;479;18;2;SUBSIDIÁRIO
Fatima Do Sul;MS;Sao Paulo;SP;1325;48;1;SUBSIDIÁRIO
Fatima;TO;Goiania;GO;41;2;10;SUBSIDIÁRIO
Fatima;TO;Imperatriz;MA;1;1;3;SUBSIDIÁRIO
Fatima;TO;Itaja;GO;6;1;1;SUBSIDIÁRIO
Fatima;TO;Itaruma;GO;6;1;1;SUBSIDIÁRIO
Fatima;TO;Jaragua;GO;1;1;10;SUBSIDIÁRIO
Fatima;TO;Ponta Grossa;PR;170;7;1;SUBSIDIÁRIO
Fatima;TO;Porto Uniao;SC;2;1;1;SUBSIDIÁRIO
Fatima;TO;Redencao;PA;1;1;3;SUBSIDIÁRIO
Fatima;TO;Sao Paulo;SP;231;9;2;SUBSIDIÁRIO
Faxinal Dos Guedes;SC;Foz Do Iguacu;PR;135;5;1;SUBSIDIÁRIO
Faxinal Dos Guedes;SC;Francisco Beltrao;PR;1;1;1;SUBSIDIÁRIO
Faxinal Dos Guedes;SC;Getulio Vargas;RS;1;1;1;SUBSIDIÁRIO
Faxinal Dos Guedes;SC;Maringa;PR;4;1;1;SUBSIDIÁRIO
Faxinal Dos Guedes;SC;Marmeleiro;PR;9;1;1;SUBSIDIÁRIO
Faxinal Dos Guedes;SC;Matelandia;PR;2;1;1;SUBSIDIÁRIO
Faxinal Dos Guedes;SC;Medianeira;PR;34;2;1;SUBSIDIÁRIO
Faxinal Dos Guedes;SC;Passo Fundo;RS;145;6;1;SUBSIDIÁRIO
Faxinal Dos Guedes;SC;Pato Branco;PR;2;1;1;SUBSIDIÁRIO
Faxinal Dos Guedes;SC;Realeza;PR;2;1;1;SUBSIDIÁRIO
Faxinal Dos Guedes;SC;Vitorino;PR;14;1;1;SUBSIDIÁRIO
Fazenda Rio Grande;PR;Lajeado;RS;36;2;1;SUBSIDIÁRIO
Fazenda Rio Grande;PR;Mafra;SC;4;1;1;SUBSIDIÁRIO
Fazenda Rio Grande;PR;Porto Uniao;SC;24;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Formosa;GO;287;11;5;SUBSIDIÁRIO
Feira De Santana;BA;Fortaleza;CE;5499;197;2;SUBSIDIÁRIO
Feira De Santana;BA;Foz Do Iguacu;PR;124;5;1;SUBSIDIÁRIO
Feira De Santana;BA;Francisco Sa;MG;7;1;2;SUBSIDIÁRIO
Feira De Santana;BA;Frutal;MG;87;4;1;SUBSIDIÁRIO
Feira De Santana;BA;Garanhuns;PE;1144;41;2;SUBSIDIÁRIO
Feira De Santana;BA;Goiania;GO;4673;167;4;SUBSIDIÁRIO
Feira De Santana;BA;Governador Valadares;MG;86;4;2;SUBSIDIÁRIO
Feira De Santana;BA;Guanhaes;MG;8;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Guarulhos;SP;43;2;3;SUBSIDIÁRIO
Feira De Santana;BA;Itabira;MG;4;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Itaobim;MG;19;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Itaporanga D'Ajuda;SE;4981;178;2;SUBSIDIÁRIO
Feira De Santana;BA;Jaciara;MT;2;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Janauba;MG;231;9;1;SUBSIDIÁRIO
Feira De Santana;BA;Jatai;GO;137;5;1;SUBSIDIÁRIO
Feira De Santana;BA;Jequitinhonha;MG;111;4;2;SUBSIDIÁRIO
Feira De Santana;BA;Joao Pessoa;PB;433;16;4;SUBSIDIÁRIO
Feira De Santana;BA;Juazeiro Do Norte;CE;3;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Juiz De Fora;MG;54;2;1;SUBSIDIÁRIO
Feira De Santana;BA;Jundiai;SP;40;2;2;SUBSIDIÁRIO
Feira De Santana;BA;Lagarto;SE;1994;72;1;SUBSIDIÁRIO
Feira De Santana;BA;Leopoldina;MG;20;1;2;SUBSIDIÁRIO
Feira De Santana;BA;Londrina;PR;346;13;1;SUBSIDIÁRIO
Feira De Santana;BA;Luz;MG;3;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Maceio;AL;1211;44;3;SUBSIDIÁRIO
Feira De Santana;BA;Maringa;PR;304;11;1;SUBSIDIÁRIO
Feira De Santana;BA;Mato Verde;MG;36;2;1;SUBSIDIÁRIO
Feira De Santana;BA;Milagres;CE;91;4;1;SUBSIDIÁRIO
Feira De Santana;BA;Minas Novas;MG;17;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Mineiros;GO;113;5;1;SUBSIDIÁRIO
Feira De Santana;BA;Monte Azul;MG;155;6;1;SUBSIDIÁRIO
Feira De Santana;BA;Montes Claros;MG;1993;72;6;SUBSIDIÁRIO
Feira De Santana;BA;Mossoro;RN;2667;96;2;SUBSIDIÁRIO
Feira De Santana;BA;Natal;RN;552;20;3;SUBSIDIÁRIO
Feira De Santana;BA;Nova Santa Helena;MT;70;3;1;SUBSIDIÁRIO
Feira De Santana;BA;Osasco;SP;261;10;2;SUBSIDIÁRIO
Feira De Santana;BA;Patos De Minas;MG;537;20;3;SUBSIDIÁRIO
Feira De Santana;BA;Patrocinio;MG;673;25;3;SUBSIDIÁRIO
Feira De Santana;BA;Perdoes;MG;5;1;2;SUBSIDIÁRIO
Feira De Santana;BA;Pesqueira;PE;431;16;1;SUBSIDIÁRIO
Feira De Santana;BA;Petrolandia;PE;883;32;1;SUBSIDIÁRIO
Feira De Santana;BA;Picos;PI;3834;137;2;SUBSIDIÁRIO
Feira De Santana;BA;Piracicaba;SP;97;4;2;SUBSIDIÁRIO
Feira De Santana;BA;Pirapora;MG;303;11;3;SUBSIDIÁRIO
Feira De Santana;BA;Porteirinha;MG;44;2;1;SUBSIDIÁRIO
Feira De Santana;BA;Posse;GO;267;10;4;SUBSIDIÁRIO
Feira De Santana;BA;Pouso Alegre;MG;61;3;4;SUBSIDIÁRIO
Feira De Santana;BA;Praia Grande;SP;7;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Recife;PE;4123;148;4;SUBSIDIÁRIO
Feira De Santana;BA;Resende;RJ;27;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Riachao Do Dantas;SE;13;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Ribeirao Preto;SP;1389;50;4;SUBSIDIÁRIO
Feira De Santana;BA;Rio Verde;GO;322;12;2;SUBSIDIÁRIO
Feira De Santana;BA;Rondonopolis;MT;193;7;1;SUBSIDIÁRIO
Feira De Santana;BA;Salgado;SE;18;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Salgueiro;PE;892;32;2;SUBSIDIÁRIO
Feira De Santana;BA;Salinas;MG;545;20;5;SUBSIDIÁRIO
Feira De Santana;BA;Santa Maria Do Suacui;MG;4;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Santa Rita Do Araguaia;GO;10;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Santos;SP;53;2;1;SUBSIDIÁRIO
Feira De Santana;BA;Sao Bernardo Do Campo;SP;8;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Sao Jose Do Rio Preto;SP;2174;78;1;SUBSIDIÁRIO
Feira De Santana;BA;Sao Jose Dos Campos;SP;1287;46;2;SUBSIDIÁRIO
Feira De Santana;BA;Sao Miguel Dos Campos;AL;1;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Sertania;PE;258;10;1;SUBSIDIÁRIO
Feira De Santana;BA;Sete Lagoas;MG;58;3;2;SUBSIDIÁRIO
Feira De Santana;BA;Sinop;MT;191;7;1;SUBSIDIÁRIO
Feira De Santana;BA;Sobral;CE;1374;50;1;SUBSIDIÁRIO
Feira De Santana;BA;Sorriso;MT;80;3;1;SUBSIDIÁRIO
Feira De Santana;BA;Taubate;SP;32;2;1;SUBSIDIÁRIO
Feira De Santana;BA;Teofilo Otoni;MG;115;5;2;SUBSIDIÁRIO
Feira De Santana;BA;Tobias Barreto;SE;1534;55;2;SUBSIDIÁRIO
Feira De Santana;BA;Tres Coracoes;MG;12;1;2;SUBSIDIÁRIO
Feira De Santana;BA;Uberaba;MG;118;5;3;SUBSIDIÁRIO
Feira De Santana;BA;Uberlandia;MG;1563;56;3;SUBSIDIÁRIO
Feira De Santana;BA;Umbauba;SE;809;29;1;SUBSIDIÁRIO
Feira De Santana;BA;Uniao Dos Palmares;AL;1;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Virgem Da Lapa;MG;38;2;1;SUBSIDIÁRIO
Feira De Santana;BA;Vitoria De Santo Antao;PE;12;1;1;SUBSIDIÁRIO
Feira De Santana;BA;Volta Redonda;RJ;347;13;1;SUBSIDIÁRIO
Fernandopolis;SP;Itaja;GO;94;4;1;SUBSIDIÁRIO
Fernandopolis;SP;Itaruma;GO;21;1;1;SUBSIDIÁRIO
Fernandopolis;SP;Iturama;MG;3652;131;1;SUBSIDIÁRIO
Fernandopolis;SP;Jaciara;MT;43;2;1;SUBSIDIÁRIO
Fernandopolis;SP;Jatai;GO;76;3;1;SUBSIDIÁRIO
Fernandopolis;SP;Lucas Do Rio Verde;MT;11;1;2;SUBSIDIÁRIO
Fernandopolis;SP;Mineiros;GO;29;2;1;SUBSIDIÁRIO
Fernandopolis;SP;Mirassol Do Oeste;MT;0;0;1;SUBSIDIÁRIO
Fernandopolis;SP;Nobres;MT;4;1;2;SUBSIDIÁRIO
Fernandopolis;SP;Nova Mutum;MT;8;1;2;SUBSIDIÁRIO
Fernandopolis;SP;Nova Xavantina;MT;12;1;2;SUBSIDIÁRIO
Fernandopolis;SP;Paranaiba;MS;1620;58;2;SUBSIDIÁRIO
Fernandopolis;SP;Pedra Preta;MT;5;1;1;SUBSIDIÁRIO
Fernandopolis;SP;Primavera Do Leste;MT;89;4;2;SUBSIDIÁRIO
Fernandopolis;SP;Querencia;MT;18;1;2;SUBSIDIÁRIO
Fernandopolis;SP;Ribeirao Cascalheira;MT;6;1;2;SUBSIDIÁRIO
Fernandopolis;SP;Rio Verde;GO;486;18;2;SUBSIDIÁRIO
Fernandopolis;SP;Rondonopolis;MT;650;24;2;SUBSIDIÁRIO
Fernandopolis;SP;Santa Rita Do Araguaia;GO;4;1;1;SUBSIDIÁRIO
Fernandopolis;SP;Sao Jose Dos Quatro Marcos;MT;74;3;1;SUBSIDIÁRIO
Fernandopolis;SP;Sinop;MT;60;3;2;SUBSIDIÁRIO
Fernandopolis;SP;Sorriso;MT;15;1;2;SUBSIDIÁRIO
Fernandopolis;SP;Varzea Grande;MT;132;5;1;SUBSIDIÁRIO
Fervedouro;MG;Ilheus;BA;14;1;1;SUBSIDIÁRIO
Fervedouro;MG;Itabuna;BA;35;2;1;SUBSIDIÁRIO
Fervedouro;MG;Itamaraju;BA;3;1;1;SUBSIDIÁRIO
Fervedouro;MG;Mucuri;BA;2;1;1;SUBSIDIÁRIO
Fervedouro;MG;Nova Vicosa;BA;15;1;1;SUBSIDIÁRIO
Fervedouro;MG;Teixeira De Freitas;BA;27;1;1;SUBSIDIÁRIO
Fervedouro;MG;Tres Rios;RJ;11;1;1;SUBSIDIÁRIO
Figueira;PR;Indaiatuba;SP;5;1;1;SUBSIDIÁRIO
Figueira;PR;Itabera;SP;13;1;1;SUBSIDIÁRIO
Figueira;PR;Itapetininga;SP;281;11;1;SUBSIDIÁRIO
Figueira;PR;Itapeva;SP;82;3;1;SUBSIDIÁRIO
Figueira;PR;Itaporanga;SP;59;3;1;SUBSIDIÁRIO
Figueira;PR;Salto;SP;15;1;1;SUBSIDIÁRIO
Figueira;PR;Sao Jose Dos Campos;SP;1491;54;1;SUBSIDIÁRIO
Figueira;PR;Sorocaba;SP;2497;90;1;SUBSIDIÁRIO
Figueiropolis;TO;Goiania;GO;106;4;9;SUBSIDIÁRIO
Figueiropolis;TO;Imperatriz;MA;3;1;4;SUBSIDIÁRIO
Figueiropolis;TO;Itumbiara;GO;2;1;1;SUBSIDIÁRIO
Figueiropolis;TO;Ponta Grossa;PR;3742;134;1;SUBSIDIÁRIO
Figueiropolis;TO;Porto Uniao;SC;20;1;1;SUBSIDIÁRIO
Figueiropolis;TO;Santo Angelo;RS;2;1;1;SUBSIDIÁRIO
Figueiropolis;TO;Uruacu;GO;3;1;8;SUBSIDIÁRIO
Filadelfia;BA;Sao Paulo;SP;12;1;1;SUBSIDIÁRIO
Filadelfia;TO;Floriano;PI;1;1;2;SUBSIDIÁRIO
Filadelfia;TO;Goiania;GO;8;1;2;SUBSIDIÁRIO
Filadelfia;TO;Pastos Bons;MA;402;15;2;SUBSIDIÁRIO
Filadelfia;TO;Riachao;MA;67;3;5;SUBSIDIÁRIO
Filadelfia;TO;Sao Domingos Do Azeitao;MA;187;7;2;SUBSIDIÁRIO
Filadelfia;TO;Sao Joao Dos Patos;MA;104;4;2;SUBSIDIÁRIO
Filadelfia;TO;Sao Raimundo Das Mangabeiras;MA;613;22;2;SUBSIDIÁRIO
Firminopolis;GO;Lucas Do Rio Verde;MT;2;1;1;SUBSIDIÁRIO
Floresta;PE;Juazeiro Do Norte;CE;60;3;1;SUBSIDIÁRIO
Floresta;PE;Maceio;AL;227;9;1;SUBSIDIÁRIO
Floresta;PE;Paulo Afonso;BA;89;4;1;SUBSIDIÁRIO
Floresta;PE;Sao Paulo;SP;188;7;1;SUBSIDIÁRIO
Florestopolis;PR;Lins;SP;2;1;1;SUBSIDIÁRIO
Florestopolis;PR;Marilia;SP;11;1;1;SUBSIDIÁRIO
Florestopolis;PR;Nantes;SP;1;1;1;SUBSIDIÁRIO
Florestopolis;PR;Rancharia;SP;3;1;1;SUBSIDIÁRIO
Floriano;PI;Formosa Do Rio Preto;BA;72;3;1;SUBSIDIÁRIO
Floriano;PI;Goiania;GO;3110;112;1;SUBSIDIÁRIO
Floriano;PI;Imperatriz;MA;237;9;2;SUBSIDIÁRIO
